filename,scientific_name,common_name,latitude,longitude,sighting_date,blip_caption,country,state,city,avg_temp_C,elevation_m,NDVI_value,NDVI_Category,dist_to_water_m
img_d9a05d6ea9dddac5.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water with a long tail,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_dc415a9d84fd58b0.jpg,Passerculus sandwichensis,Savannah Sparrow,32.7570451995,-117.2393532341,2026-01-16,there are two birds that are sitting on the grass,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_769eff4aa08cce3c.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water on a sunny day,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_bd21ab32882aed94.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water on a sunny day,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_a3ea9ea3eb0b45c4.jpg,Nycticorax nycticorax,Black-crowned Night Heron,-34.4920062966,-58.4795956314,2026-01-18,there is a bird that is sitting on a tree branch,Argentina,Buenos Aires,Martínez,23.2,6.0,0.3131,Moderate Vegetation,5762.81
img_ab655d8ef773dd33.jpg,Vulpes vulpes,Red Fox,50.6581891467,-1.4133599051,2025-10-15,there is a blurry image of a dog in a field,United Kingdom,England,Brighstone,12.1,97.0,0.8429,Dense Canopy,5867.28
img_ff49902f68afb607.jpg,Lamprima aurata,Golden Stag Beetle,-38.160082,146.0252549722,2026-01-17,there is a green and red beetle that is on the ground,Australia,Victoria,Darnum,17.0,128.0,0.4839,Moderate Vegetation,1272.79
img_371d07600769b2b1.jpg,Dipsacus pilosus,small teasel,50.6386866667,3.04263,2025-07-03,there is a close up of a flower head in the grass,France,Hauts-de-France,Lille,18.1,24.0,0.5854,Moderate Vegetation,636.4
img_04c538eeee3d4f7d.jpg,Colias eurytheme,Orange Sulphur,39.796761,-86.7773047,2025-09-30,there is a butterfly that is sitting on a flower,United States,Indiana,Putnam County,22.5,274.0,0.7223,Dense Canopy,636.4
img_899910625a08ad74.jpg,Epargyreus clarus,Silver-spotted Skipper,39.796761,-86.7773047,2025-09-30,there is a small brown and yellow moth on a flower,United States,Indiana,Putnam County,22.5,274.0,0.7223,Dense Canopy,636.4
img_39cd0dcaf87703e1.jpg,Anartia jatrophae,White Peacock,15.8366333333,-97.0417555,2026-01-16,there is a butterfly that is sitting on a flower,Mexico,Oaxaca,Brisas de Zicatela,25.3,21.0,-999.0,API Error,1350.0
img_ae7431f4fd6e42fc.jpg,Junonia coenia,Common Buckeye,39.796761,-86.7773047,2025-09-30,there is a butterfly that is sitting on the ground in the grass,United States,Indiana,Putnam County,22.5,274.0,0.7223,Dense Canopy,636.4
img_4f9b2fdec1464f42.jpg,Erithacus rubecula,European Robin,48.8027070029,2.2674896266,2025-04-13,there is a small bird sitting on a branch of a tree,France,Ile-de-France,Clamart,14.0,102.0,0.426,Moderate Vegetation,3018.69
img_972f00fbd1078abd.jpg,Aegithalos caudatus,Long-tailed Tit,50.6582178453,-1.410951483,2025-10-15,there is a small bird sitting on a branch of a tree,United Kingdom,England,Brighstone,12.1,99.0,0.8429,Dense Canopy,5867.28
img_a4ff2b95a9287d1d.jpg,Eumaeus atala,Atala,28.1142221667,-80.57338,2026-01-05,there is a butterfly that is sitting on a leaf,United States,Florida,Brevard County,18.0,6.0,0.245,Sparse/Bare Soil,6003.75
img_c862727c34c6f22c.jpg,Danaus plexippus,Monarch,33.699296127,-118.0088150267,2026-01-15,there is a butterfly that is sitting on a flower,United States,California,Huntington Beach,18.0,3.0,0.3864,Moderate Vegetation,1006.23
img_d32fb0566b83e6b3.jpg,Schoenus nigricans,black bog-rush,54.1840666667,-2.80065,2025-06-14,there are many plants that are growing in the grass,United Kingdom,England,Lancaster,15.3,8.0,0.876,Dense Canopy,4698.14
img_19c459b82ca1baf5.jpg,Theria primaria,Early Moth,49.8062697222,9.9141444444,2026-01-16,a close up of a moth on a wall with water droplets,Germany,Bavaria,Würzburg,3.4,237.0,0.6141,Dense Canopy,450.0
img_04e2b2f479cfaff4.jpg,Cepaea nemoralis,Brown-lipped Snail,59.2957361111,18.0858916667,2025-09-19,there is a snail that is sitting on a stick,Sweden,Stockholm,Stockholm,15.3,50.0,0.4533,Moderate Vegetation,161799.88
img_29a9eacc23672cb1.jpg,Cantorchilus longirostris,Long-billed Wren,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a branch in the tree,Brazil,Alagoas,Palmeira dos Índios,26.8,256.0,0.6437,Dense Canopy,0.0
img_7a3775f69dce643d.jpg,Procyon lotor,Common Raccoon,47.5687990611,-122.3527602912,2026-01-09,there is a raccoon that is walking in the grass,United States,Washington,Seattle,7.4,4.0,0.1951,Sparse/Bare Soil,450.0
img_d6a863b7477d1c44.jpg,Favorinus tsuruganus,Favorinus tsuruganus,-8.187518638,115.4887881783,2022-11-08,there are two orange and black sea slugs on the sand,Indonesia,Bali,Tianyar Tengah,27.3,0.0,0.1793,Sparse/Bare Soil,3181.98
img_eea734eaa5f9d055.jpg,Favorinus tsuruganus,Favorinus tsuruganus,-8.2980011883,115.6159747625,2022-11-04,there is a small yellow and white animal on a rock,Indonesia,Bali,Labasari,28.0,0.0,0.2652,Sparse/Bare Soil,450.0
img_42e9ec1dea427e59.jpg,Hirundo rustica,Barn Swallow,-34.4920062966,-58.4795956314,2026-01-14,there is a small bird sitting on a branch with a worm in its mouth,Argentina,Buenos Aires,Martínez,27.3,6.0,0.4009,Moderate Vegetation,5762.81
img_a8d3f156d3ca9224.jpg,Oenanthe oenanthe,Northern Wheatear,50.6655080962,-1.5547689973,2025-10-12,there is a small bird standing on the grass in the field,United Kingdom,England,Middleton,12.4,115.0,0.8287,Dense Canopy,6316.05
img_e46d808daaadf656.jpg,Anas platyrhynchos,Mallard,48.8032334605,2.2682245524,2025-04-13,there is a duck standing in the grass near a tree,France,Ile-de-France,Clamart,14.0,100.0,0.426,Moderate Vegetation,3245.0
img_14d369e9addcecc4.jpg,Ascalapha odorata,Black Witch,19.0818045,-155.7726526,2026-01-17,there is a small moth that is sitting on the wall,United States,Hawaii,Hawaiian Ocean View,16.1,591.0,0.3329,Moderate Vegetation,-999.0
img_5780c96f6044d813.jpg,Oenanthe oenanthe,Northern Wheatear,50.6656522504,-1.5545009966,2025-10-12,there is a small bird standing on the grass in the field,United Kingdom,England,Middleton,12.4,115.0,0.8287,Dense Canopy,6316.05
img_cca361148526d492.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck that is swimming in the water,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_623c45290ec1d77a.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water with a long tail,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_3273249400c5a287.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there are two ducks swimming in the water together,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_0121e1baef77a96d.jpg,Passerculus sandwichensis,Savannah Sparrow,32.7570451995,-117.2393532341,2026-01-16,there is a small bird sitting on a rock in the grass,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_2f730e9470b74247.jpg,Tringa semipalmata,Willet,32.7570451995,-117.2393532341,2026-01-16,there is a bird that is flying over a body of water,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_1a55fc45fe309473.jpg,Atropa bella-donna,Deadly Nightshade,54.1847,-2.8007666667,2025-06-14,there is a purple flower that is growing on a plant,United Kingdom,England,Lancaster,15.3,12.0,0.876,Dense Canopy,4698.14
img_9772292c3b61ca8e.jpg,Todirostrum cinereum cearae,Todirostrum cinereum cearae,-9.4299930756,-36.6125267679,2026-01-17,there is a yellow bird sitting on a branch of a tree,Brazil,Alagoas,Palmeira dos Índios,26.8,256.0,0.6437,Dense Canopy,0.0
img_77ad3a5417396ec5.jpg,Anas platyrhynchos,Mallard,47.0738932723,15.4359391491,2026-01-18,there are two ducks that are laying on the ground,Austria,Styria,Graz,-0.7,370.0,0.1604,Sparse/Bare Soil,0.0
img_0619f1d53aedb01f.jpg,Myiopsitta monachus,Monk Parakeet,-34.4920062966,-58.4795956314,2026-01-17,there is a green bird sitting on a branch of a tree,Argentina,Buenos Aires,Martínez,27.6,6.0,0.3131,Moderate Vegetation,5762.81
img_c2201a79a9a8754d.jpg,Curruca undata,Dartford Warbler,50.6659159427,-1.5517740778,2025-10-12,there is a small bird perched on top of a tree,United Kingdom,England,Middleton,12.5,104.0,0.8287,Dense Canopy,6300.0
img_def96f0fd244d1ca.jpg,Fulica americana,American Coot,49.242425,-122.9354861111,2026-01-16,there is a duck swimming in the water on a sunny day,Canada,British Columbia,Burnaby,4.3,12.0,0.3895,Moderate Vegetation,0.0
img_2f31bf621be52df4.jpg,Aglais io,European Peacock Butterfly,48.0329680556,12.5691883333,2026-01-15,someone is holding a butterfly in their hand and it is black,Germany,Bavaria,Trostberg,1.7,485.0,0.5451,Moderate Vegetation,450.0
img_8f819e07777c21ac.jpg,Mitu tomentosum,Crestless Curassow,5.9628704268,-68.6681548585,2026-01-04,there is a bird that is standing in the woods,Colombia,Vichada,Puerto Carreño,28.2,98.0,0.6291,Dense Canopy,450.0
img_f7df833327fc9496.jpg,Parthenium hysterophorus,Santa Maria feverfew,29.4604424,-98.4916424997,2026-01-17,there is a small plant that is growing out of the ground,United States,Texas,San Antonio,9.2,242.0,0.4272,Moderate Vegetation,1855.4
img_d5369ef4a7178fa7.jpg,Mitu tomentosum,Crestless Curassow,5.840222227,-68.7615577014,2025-12-24,there is a black bear that is walking through the woods,Colombia,Vichada,Puerto Carreño,27.6,78.0,0.6482,Dense Canopy,1800.0
img_b72e64935f631ac7.jpg,Certhiaxis cinnamomeus cearensis,Certhiaxis cinnamomeus cearensis,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a branch in the tree,Brazil,Alagoas,Palmeira dos Índios,26.8,256.0,0.6437,Dense Canopy,0.0
img_a8ae45a921ad4fca.jpg,Zenaida auriculata,Eared Dove,-31.8720002346,-58.2203507423,2025-01-26,there is a bird sitting on a branch of a tree,Argentina,Distrito Sexto,Distrito Sexto,28.3,31.0,0.7809,Dense Canopy,900.0
img_1c1c1b55b1121926.jpg,Anas platyrhynchos,Mallard,48.664323378,6.1791014671,2026-01-18,there is a duck that is swimming in the water,France,Grand Est,Vandœuvre-lès-Nancy,1.0,241.0,0.4171,Moderate Vegetation,2294.56
img_feee49a6a0cb5be6.jpg,Celtis laevigata,sugar hackberry,29.4606075997,-98.4916901997,2026-01-17,someone holding a leafy plant in their hand in front of a tree,United States,Texas,San Antonio,9.2,245.0,0.4272,Moderate Vegetation,1855.4
img_aa12e78be10e28e2.jpg,Bucephala albeola,Bufflehead,32.7570451995,-117.2393532341,2026-01-16,there is a bird that is swimming in the water,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_a47f6ddbe71213e8.jpg,Passerculus sandwichensis,Savannah Sparrow,32.7570451995,-117.2393532341,2026-01-16,there is a small bird sitting on a rock near a body of water,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_193f5bd598103d4f.jpg,Zonotrichia leucophrys,White-crowned Sparrow,32.7570451995,-117.2393532341,2026-01-16,there is a bird sitting on a tree branch in the middle of the day,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_e9473f26cf8a331f.jpg,Egretta caerulea,Little Blue Heron,26.3350333333,-81.6788716667,2026-01-18,there is a bird that is standing in the grass by the water,United States,Florida,Bonita Springs,17.7,4.0,0.4857,Moderate Vegetation,2423.32
img_35ba154ff8701d6d.jpg,Strix varia,Barred Owl,46.8090640904,-71.3065651395,2026-01-18,there is a owl sitting in a tree with no leaves,Canada,Quebec,Quebec,-5.4,14.0,0.0892,Non-Vegetated,0.0
img_00c913c1a79479f2.jpg,Sitta carolinensis,White-breasted Nuthatch,46.8090126783,-71.3066070337,2026-01-18,there is a bird feeder hanging from a tree in the snow,Canada,Quebec,Quebec,-5.4,14.0,0.0892,Non-Vegetated,0.0
img_875655983ce643c2.jpg,Zenaida macroura,Mourning Dove,46.8090120912,-71.3066182525,2026-01-18,there are many birds that are eating from the ground in the snow,Canada,Quebec,Quebec,-5.4,14.0,0.0892,Non-Vegetated,0.0
img_219e750190df37e1.jpg,Thryothorus ludovicianus,Carolina Wren,46.8089601376,-71.306601356,2026-01-18,there is a small bird sitting on a snow covered rock,Canada,Quebec,Quebec,-5.4,14.0,0.0892,Non-Vegetated,0.0
img_7ecce232630885f4.jpg,Erithacus rubecula,European Robin,45.5706918725,-73.5320373253,2026-01-17,there is a bird that is sitting in a tree in the snow,Canada,Quebec,Montreal,-10.0,17.0,0.0167,Non-Vegetated,450.0
img_4ad8cd48b749b82a.jpg,Phacellodomus rufifrons,Rufous-fronted Thornbird,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a tree branch,Brazil,Alagoas,Palmeira dos Índios,26.8,256.0,0.6437,Dense Canopy,0.0
img_8301f74092dde23a.jpg,Anas platyrhynchos,Mallard,47.0738932723,15.4359391491,2026-01-18,ducks walking on the pavement near a fence and a building,Austria,Styria,Graz,-0.7,370.0,0.1604,Sparse/Bare Soil,0.0
img_998328ff1df6c94a.jpg,Turdus iliacus,Redwing,50.6669160078,-1.5547160234,2025-10-12,there is a bird that is sitting on a tree branch,United Kingdom,England,Middleton,12.6,85.0,0.8287,Dense Canopy,6316.05
img_d8961db2e8848981.jpg,Parus major,Great Tit,44.8999155991,9.2613360622,2025-10-27,there is a small bird perched on a branch of a tree,Italy,Lombardy,Zavattarello,10.1,532.0,0.5558,Moderate Vegetation,1006.23
img_acbdf5721beac642.jpg,Ardea cinerea,Grey Heron,48.664635164,6.1787789315,2026-01-18,there is a bird that is standing in the water by the bridge,France,Grand Est,Vandœuvre-lès-Nancy,1.0,241.0,0.4171,Moderate Vegetation,2294.56
img_0a6a58507b5106d4.jpg,Coccothraustes coccothraustes,Hawfinch,58.5413219348,50.0765882971,2026-01-10,there is a bird sitting on a branch of a tree,Russia,Kirov Oblast,Kirovo-Chepetsk,-11.0,121.0,0.0193,Non-Vegetated,0.0
img_8adb38fc427666c1.jpg,Paroaria dominicana,Red-cowled Cardinal,-9.4299930756,-36.6125267679,2026-01-17,there is a red and black bird perched on a branch,Brazil,Alagoas,Palmeira dos Índios,26.8,256.0,0.6437,Dense Canopy,0.0
img_9104cd206a705409.jpg,Justicia pilosella,Gregg's tube tongue,29.4605941997,-98.4916697,2026-01-17,there is a small plant that is growing out of the ground,United States,Texas,San Antonio,9.2,242.0,0.4272,Moderate Vegetation,1855.4
img_8830e681dd86b61e.jpg,Chloris chloris,European Greenfinch,50.6655717261,-1.5641601462,2025-10-12,there are many birds sitting on the branches of a tree,United Kingdom,England,Totland,12.6,84.0,0.7275,Dense Canopy,6443.02
img_8eb7e571119d1513.jpg,Corvus corone,Carrion Crow,48.6646325067,6.1790139601,2026-01-18,there is a black bird sitting on a picnic table by the water,France,Grand Est,Vandœuvre-lès-Nancy,1.0,241.0,0.4171,Moderate Vegetation,2294.56
img_7b2fc3cf8a849b7f.jpg,Passer domesticus,House Sparrow,40.7456948203,-74.3929972127,2026-01-13,there is a bird sitting on the roof of a house,United States,New Jersey,Chatham,2.4,71.0,0.2306,Sparse/Bare Soil,2294.56
img_ea73c940375b5ee1.jpg,Pelecanus occidentalis,Brown Pelican,32.7570451995,-117.2393532341,2026-01-16,there are two birds flying over the water near a lighthouse,United States,California,San Diego,17.3,0.0,0.4268,Moderate Vegetation,450.0
img_1d3a23ab9b002b46.jpg,Nicotiana glauca,tree tobacco,19.5638259,-98.9734851997,2026-01-18,there is a yellow flower that is growing on a tree,Mexico,State of Mexico,Santa Isabel Ixtapan,13.1,2231.0,0.421,Moderate Vegetation,450.0
img_34cf9b2d00486ae8.jpg,Prionotus rubio,Blackwing Searobin,26.2609,-80.08355,2026-01-17,there is a fish that is being held up by a person,United States,Florida,Pompano Beach,20.4,1.0,0.2792,Sparse/Bare Soil,7269.97
