filename,scientific_name,common_name,latitude,longitude,sighting_date,blip_caption
img_b4f26c9e110805a1.jpg,Botaurus stellaris,Eurasian Bittern,52.2521763557,5.2969076893,2026-01-10,there is a small bird that is sitting in the snow
img_f8593462d3e70076.jpg,Mareca penelope,Eurasian Wigeon,52.2521763557,5.2969076893,2026-01-10,there is a duck that is swimming in the water
img_981ca321520c2eba.jpg,Turdus iliacus,Redwing,50.6583281294,-1.412910954,2025-10-15,there is a bird sitting on a branch in the tree
img_5c213c214350abbc.jpg,Vanellus vanellus,Northern Lapwing,43.491056,4.408067,2024-07-16,there is a bird that is standing in the water with a stick in its mouth
img_30b244b9a09720a1.jpg,Haliaeetus albicilla,White-tailed Eagle,68.2566610733,14.7931568733,2024-10-05,there is a large bird that is flying over the water
img_003c74241c77525e.jpg,Vanessa atalanta,Red Admiral,42.7860649512,-0.9199923277,2025-10-16,there is a butterfly that is sitting on the ground
img_ad84b642b2d2ea08.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water with a blue sky in the background
img_1fad07a94e906a37.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water with a blue sky in the background
img_d9a05d6ea9dddac5.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water with a long tail
img_dc415a9d84fd58b0.jpg,Passerculus sandwichensis,Savannah Sparrow,32.7570451995,-117.2393532341,2026-01-16,there are two birds that are sitting on the grass
img_769eff4aa08cce3c.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water on a sunny day
img_bd21ab32882aed94.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water on a sunny day
img_a3ea9ea3eb0b45c4.jpg,Nycticorax nycticorax,Black-crowned Night Heron,-34.4920062966,-58.4795956314,2026-01-18,there is a bird that is sitting on a tree branch
img_ab655d8ef773dd33.jpg,Vulpes vulpes,Red Fox,50.6581891467,-1.4133599051,2025-10-15,there is a blurry image of a dog in a field
img_ff49902f68afb607.jpg,Lamprima aurata,Golden Stag Beetle,-38.160082,146.0252549722,2026-01-17,there is a green and red beetle that is on the ground
img_371d07600769b2b1.jpg,Dipsacus pilosus,small teasel,50.6386866667,3.04263,2025-07-03,there is a close up of a flower head in the grass
img_04c538eeee3d4f7d.jpg,Colias eurytheme,Orange Sulphur,39.796761,-86.7773047,2025-09-30,there is a butterfly that is sitting on a flower
img_899910625a08ad74.jpg,Epargyreus clarus,Silver-spotted Skipper,39.796761,-86.7773047,2025-09-30,there is a small brown and yellow moth on a flower
img_39cd0dcaf87703e1.jpg,Anartia jatrophae,White Peacock,15.8366333333,-97.0417555,2026-01-16,there is a butterfly that is sitting on a flower
img_ae7431f4fd6e42fc.jpg,Junonia coenia,Common Buckeye,39.796761,-86.7773047,2025-09-30,there is a butterfly that is sitting on the ground in the grass
img_4f9b2fdec1464f42.jpg,Erithacus rubecula,European Robin,48.8027070029,2.2674896266,2025-04-13,there is a small bird sitting on a branch of a tree
img_972f00fbd1078abd.jpg,Aegithalos caudatus,Long-tailed Tit,50.6582178453,-1.410951483,2025-10-15,there is a small bird sitting on a branch of a tree
img_a4ff2b95a9287d1d.jpg,Eumaeus atala,Atala,28.1142221667,-80.57338,2026-01-05,there is a butterfly that is sitting on a leaf
img_c862727c34c6f22c.jpg,Danaus plexippus,Monarch,33.699296127,-118.0088150267,2026-01-15,there is a butterfly that is sitting on a flower
img_d32fb0566b83e6b3.jpg,Schoenus nigricans,black bog-rush,54.1840666667,-2.80065,2025-06-14,there are many plants that are growing in the grass
img_19c459b82ca1baf5.jpg,Theria primaria,Early Moth,49.8062697222,9.9141444444,2026-01-16,a close up of a moth on a wall with water droplets
img_04e2b2f479cfaff4.jpg,Cepaea nemoralis,Brown-lipped Snail,59.2957361111,18.0858916667,2025-09-19,there is a snail that is sitting on a stick
img_29a9eacc23672cb1.jpg,Cantorchilus longirostris,Long-billed Wren,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a branch in the tree
img_7a3775f69dce643d.jpg,Procyon lotor,Common Raccoon,47.5687990611,-122.3527602912,2026-01-09,there is a raccoon that is walking in the grass
img_d6a863b7477d1c44.jpg,Favorinus tsuruganus,Favorinus tsuruganus,-8.187518638,115.4887881783,2022-11-08,there are two orange and black sea slugs on the sand
img_eea734eaa5f9d055.jpg,Favorinus tsuruganus,Favorinus tsuruganus,-8.2980011883,115.6159747625,2022-11-04,there is a small yellow and white animal on a rock
img_42e9ec1dea427e59.jpg,Hirundo rustica,Barn Swallow,-34.4920062966,-58.4795956314,2026-01-14,there is a small bird sitting on a branch with a worm in its mouth
img_a8d3f156d3ca9224.jpg,Oenanthe oenanthe,Northern Wheatear,50.6655080962,-1.5547689973,2025-10-12,there is a small bird standing on the grass in the field
img_e46d808daaadf656.jpg,Anas platyrhynchos,Mallard,48.8032334605,2.2682245524,2025-04-13,there is a duck standing in the grass near a tree
img_14d369e9addcecc4.jpg,Ascalapha odorata,Black Witch,19.0818045,-155.7726526,2026-01-17,there is a small moth that is sitting on the wall
img_5780c96f6044d813.jpg,Oenanthe oenanthe,Northern Wheatear,50.6656522504,-1.5545009966,2025-10-12,there is a small bird standing on the grass in the field
img_cca361148526d492.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck that is swimming in the water
img_623c45290ec1d77a.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there is a duck swimming in the water with a long tail
img_3273249400c5a287.jpg,Mareca americana,American Wigeon,32.7570451995,-117.2393532341,2026-01-16,there are two ducks swimming in the water together
img_0121e1baef77a96d.jpg,Passerculus sandwichensis,Savannah Sparrow,32.7570451995,-117.2393532341,2026-01-16,there is a small bird sitting on a rock in the grass
img_2f730e9470b74247.jpg,Tringa semipalmata,Willet,32.7570451995,-117.2393532341,2026-01-16,there is a bird that is flying over a body of water
img_1a55fc45fe309473.jpg,Atropa bella-donna,Deadly Nightshade,54.1847,-2.8007666667,2025-06-14,there is a purple flower that is growing on a plant
img_9772292c3b61ca8e.jpg,Todirostrum cinereum cearae,Todirostrum cinereum cearae,-9.4299930756,-36.6125267679,2026-01-17,there is a yellow bird sitting on a branch of a tree
img_77ad3a5417396ec5.jpg,Anas platyrhynchos,Mallard,47.0738932723,15.4359391491,2026-01-18,there are two ducks that are laying on the ground
img_0619f1d53aedb01f.jpg,Myiopsitta monachus,Monk Parakeet,-34.4920062966,-58.4795956314,2026-01-17,there is a green bird sitting on a branch of a tree
img_c2201a79a9a8754d.jpg,Curruca undata,Dartford Warbler,50.6659159427,-1.5517740778,2025-10-12,there is a small bird perched on top of a tree
img_def96f0fd244d1ca.jpg,Fulica americana,American Coot,49.242425,-122.9354861111,2026-01-16,there is a duck swimming in the water on a sunny day
img_2f31bf621be52df4.jpg,Aglais io,European Peacock Butterfly,48.0329680556,12.5691883333,2026-01-15,someone is holding a butterfly in their hand and it is black
img_8f819e07777c21ac.jpg,Mitu tomentosum,Crestless Curassow,5.9628704268,-68.6681548585,2026-01-04,there is a bird that is standing in the woods
img_f7df833327fc9496.jpg,Parthenium hysterophorus,Santa Maria feverfew,29.4604424,-98.4916424997,2026-01-17,there is a small plant that is growing out of the ground
img_d5369ef4a7178fa7.jpg,Mitu tomentosum,Crestless Curassow,5.840222227,-68.7615577014,2025-12-24,there is a black bear that is walking through the woods
img_b72e64935f631ac7.jpg,Certhiaxis cinnamomeus cearensis,Certhiaxis cinnamomeus cearensis,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a branch in the tree
img_a8ae45a921ad4fca.jpg,Zenaida auriculata,Eared Dove,-31.8720002346,-58.2203507423,2025-01-26,there is a bird sitting on a branch of a tree
img_1c1c1b55b1121926.jpg,Anas platyrhynchos,Mallard,48.664323378,6.1791014671,2026-01-18,there is a duck that is swimming in the water
img_feee49a6a0cb5be6.jpg,Celtis laevigata,sugar hackberry,29.4606075997,-98.4916901997,2026-01-17,someone holding a leafy plant in their hand in front of a tree
img_aa12e78be10e28e2.jpg,Bucephala albeola,Bufflehead,32.7570451995,-117.2393532341,2026-01-16,there is a bird that is swimming in the water
img_a47f6ddbe71213e8.jpg,Passerculus sandwichensis,Savannah Sparrow,32.7570451995,-117.2393532341,2026-01-16,there is a small bird sitting on a rock near a body of water
img_193f5bd598103d4f.jpg,Zonotrichia leucophrys,White-crowned Sparrow,32.7570451995,-117.2393532341,2026-01-16,there is a bird sitting on a tree branch in the middle of the day
img_e9473f26cf8a331f.jpg,Egretta caerulea,Little Blue Heron,26.3350333333,-81.6788716667,2026-01-18,there is a bird that is standing in the grass by the water
img_35ba154ff8701d6d.jpg,Strix varia,Barred Owl,46.8090640904,-71.3065651395,2026-01-18,there is a owl sitting in a tree with no leaves
img_00c913c1a79479f2.jpg,Sitta carolinensis,White-breasted Nuthatch,46.8090126783,-71.3066070337,2026-01-18,there is a bird feeder hanging from a tree in the snow
img_875655983ce643c2.jpg,Zenaida macroura,Mourning Dove,46.8090120912,-71.3066182525,2026-01-18,there are many birds that are eating from the ground in the snow
img_219e750190df37e1.jpg,Thryothorus ludovicianus,Carolina Wren,46.8089601376,-71.306601356,2026-01-18,there is a small bird sitting on a snow covered rock
img_7ecce232630885f4.jpg,Erithacus rubecula,European Robin,45.5706918725,-73.5320373253,2026-01-17,there is a bird that is sitting in a tree in the snow
img_4ad8cd48b749b82a.jpg,Phacellodomus rufifrons,Rufous-fronted Thornbird,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a tree branch
img_8301f74092dde23a.jpg,Anas platyrhynchos,Mallard,47.0738932723,15.4359391491,2026-01-18,ducks walking on the pavement near a fence and a building
img_998328ff1df6c94a.jpg,Turdus iliacus,Redwing,50.6669160078,-1.5547160234,2025-10-12,there is a bird that is sitting on a tree branch
img_d8961db2e8848981.jpg,Parus major,Great Tit,44.8999155991,9.2613360622,2025-10-27,there is a small bird perched on a branch of a tree
img_acbdf5721beac642.jpg,Ardea cinerea,Grey Heron,48.664635164,6.1787789315,2026-01-18,there is a bird that is standing in the water by the bridge
img_0a6a58507b5106d4.jpg,Coccothraustes coccothraustes,Hawfinch,58.5413219348,50.0765882971,2026-01-10,there is a bird sitting on a branch of a tree
img_8adb38fc427666c1.jpg,Paroaria dominicana,Red-cowled Cardinal,-9.4299930756,-36.6125267679,2026-01-17,there is a red and black bird perched on a branch
img_9104cd206a705409.jpg,Justicia pilosella,Gregg's tube tongue,29.4605941997,-98.4916697,2026-01-17,there is a small plant that is growing out of the ground
img_8830e681dd86b61e.jpg,Chloris chloris,European Greenfinch,50.6655717261,-1.5641601462,2025-10-12,there are many birds sitting on the branches of a tree
img_8eb7e571119d1513.jpg,Corvus corone,Carrion Crow,48.6646325067,6.1790139601,2026-01-18,there is a black bird sitting on a picnic table by the water
img_7b2fc3cf8a849b7f.jpg,Passer domesticus,House Sparrow,40.7456948203,-74.3929972127,2026-01-13,there is a bird sitting on the roof of a house
img_ea73c940375b5ee1.jpg,Pelecanus occidentalis,Brown Pelican,32.7570451995,-117.2393532341,2026-01-16,there are two birds flying over the water near a lighthouse
img_1d3a23ab9b002b46.jpg,Nicotiana glauca,tree tobacco,19.5638259,-98.9734851997,2026-01-18,there is a yellow flower that is growing on a tree
img_34cf9b2d00486ae8.jpg,Prionotus rubio,Blackwing Searobin,26.2609,-80.08355,2026-01-17,there is a fish that is being held up by a person
img_f470a3cb529c11ee.jpg,Castiarina decipiens,Castiarina decipiens,-16.7873366681,145.3532007984,2026-01-18,there is a small orange and black bug on a green leaf
img_f5840b0f9d06681c.jpg,Pseudoseisura cristata,Caatinga Cacholote,-9.4299930756,-36.6125267679,2026-01-17,there is a brown bird sitting on a branch of a tree
img_05113448882116aa.jpg,Morus bassanus,Northern Gannet,50.5743679344,-1.3063117573,2025-10-11,there are many birds flying over the water in the ocean
img_c99b81d2b94ff94b.jpg,Verbascum blattaria,moth mullein,52.1222028333,-0.2616916667,2024-07-06,there is a white flower with pink petals and a yellow stamen
img_0baa48fb950f7e15.jpg,Scrophularia vernalis,Yellow Figwort,52.9712686009,0.799203872,2025-04-19,there is a bird that is standing on the ground near a plant
img_2dee1fb7baccf34d.jpg,Anas platyrhynchos,Mallard,47.5006848171,-122.2149877086,2026-01-16,araffe standing on a rocky ground with a blurry background
img_d721dcb93ba40ac2.jpg,Thamnophilus doliatus capistratus,Thamnophilus doliatus capistratus,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a branch in the tree
img_e7834d7c95d22483.jpg,Ardea herodias,Great Blue Heron,32.7570451995,-117.2393532341,2026-01-16,there is a bird standing in the water with reeds
img_8e15ce862172408d.jpg,Lythrum salicaria,purple loosestrife,50.6421666667,3.0473966667,2025-07-03,purple flower in a field of tall grass with a few leaves
img_c0881a13024ee337.jpg,Ehretia anacua,Anacua,29.4605890997,-98.4912024,2026-01-17,there is a plant that is growing in the dirt
img_f5dcbbcc33ecc603.jpg,Amata phegea,Nine-spotted Moth,46.95676,16.15342,2025-07-03,there is a butterfly that is sitting on a blue flower
img_71bc2dfa49ed885f.jpg,Mergus serrator,Red-breasted Merganser,51.7695895776,3.8610069316,2026-01-09,there is a duck that is swimming in the water
img_c4743f872c171ca6.jpg,Haliaeetus leucocephalus,Bald Eagle,43.6996552889,-85.4444881366,2025-09-20,there is a bird sitting on a power pole in the middle of the field
img_9ccc5126cea01fdc.jpg,Anas platyrhynchos,Mallard,47.5006840345,-122.2149667664,2026-01-16,there are two ducks swimming in the water together
img_3201df4a600a15dc.jpg,Haemorhous mexicanus,House Finch,29.7232016667,-95.6708433333,2026-01-17,there is a small bird sitting on a branch of a tree
img_33ab055a7f375ddc.jpg,Melospiza lincolnii,Lincoln's Sparrow,29.7229383333,-95.670925,2026-01-17,there is a bird sitting on a branch in the woods
img_bdbd59241668b3b5.jpg,Melospiza georgiana,Swamp Sparrow,29.7229383333,-95.670925,2026-01-17,there is a small bird sitting on a branch in a tree
img_e25d73b203472afa.jpg,Sayornis phoebe,Eastern Phoebe,29.722165,-95.6721866667,2026-01-17,there is a small bird sitting on a branch of a tree
img_5b7345403b43c0aa.jpg,Egretta caerulea,Little Blue Heron,29.722165,-95.672185,2026-01-17,there is a bird that is sitting on a branch in the water
img_07c5c361a38370c3.jpg,Anhinga anhinga,Anhinga,29.7222533333,-95.6722133333,2026-01-17,there is a bird that is sitting on a branch in the water
img_fd7d06ba31518fd2.jpg,Anhinga anhinga,Anhinga,29.72206,-95.6721866667,2026-01-17,there is a bird that is standing on a branch in the water
img_d7f03da85323d5a4.jpg,Egretta thula,Snowy Egret,29.72206,-95.6721866667,2026-01-17,there is a white bird standing on a branch in the water
img_372b03bf7e7fd329.jpg,Mareca strepera,Gadwall,29.7220583333,-95.6722633333,2026-01-17,there are many ducks that are swimming in the water
img_9579bb301c5c1e5a.jpg,Ardea alba,Great Egret,29.7220583333,-95.6722633333,2026-01-17,there is a white bird standing on a branch in the water
img_f4b232e2d604227e.jpg,Eudocimus albus,White Ibis,29.7216566667,-95.673125,2026-01-17,there is a white bird standing on a branch in the water
img_7fad67c4e84b8cbd.jpg,Cardinalis cardinalis,Northern Cardinal,29.7221116667,-95.6722283333,2026-01-17,there is a small bird sitting on a branch of a tree
img_ef63e57aa20f9926.jpg,Ardea herodias,Great Blue Heron,29.7216566667,-95.673125,2026-01-17,there is a bird that is standing on a tree branch
img_a9bd20b79ffd16ba.jpg,Zenaida asiatica,White-winged Dove,29.7215883333,-95.673275,2026-01-17,there is a bird sitting on a branch in the tree
img_c869dec88a6f7e67.jpg,Eudocimus albus,White Ibis,29.7215166667,-95.6733233333,2026-01-17,there are two white birds standing on a log in the water
img_fd4a7e6449f3419e.jpg,Zenaida macroura,Mourning Dove,29.7215183333,-95.6733266667,2026-01-17,there is a bird sitting on a branch of a tree
img_ce1f49c99aecc231.jpg,Anhinga anhinga,Anhinga,29.7213416667,-95.6734233333,2026-01-17,there is a bird that is sitting on a tree branch
img_fb3f2934e44a8264.jpg,Egretta caerulea,Little Blue Heron,29.7213483333,-95.6733933333,2026-01-17,there is a white bird sitting on a branch in the woods
img_b9c2062244fd9edc.jpg,Setophaga coronata,Yellow-rumped Warbler,29.7213416667,-95.6734233333,2026-01-17,there is a bird that is sitting on a branch in the tree
img_f97285a3d54553e1.jpg,Melospiza georgiana,Swamp Sparrow,29.7231816667,-95.6705766667,2026-01-17,there is a bird that is sitting on a branch in the woods
img_2970739b341ef75a.jpg,Turdus migratorius,American Robin,29.72267,-95.6715933333,2026-01-17,there is a bird that is sitting on a tree branch
img_82fabbe24393e3f7.jpg,Melospiza lincolnii,Lincoln's Sparrow,29.7231816667,-95.6705766667,2026-01-17,there is a bird that is sitting on a branch in the tree
img_631952a10c3cde49.jpg,Melospiza lincolnii,Lincoln's Sparrow,29.723245,-95.6704783333,2026-01-17,there is a bird that is sitting on a branch in the tree
img_bc10e188c8fb1216.jpg,Bombycilla cedrorum,Cedar Waxwing,29.7234566667,-95.6705666667,2026-01-17,araffes of birds sitting in a tree with no leaves
img_4118d0163c888f4a.jpg,Passerculus sandwichensis,Savannah Sparrow,29.7234566667,-95.6705666667,2026-01-17,there is a bird that is sitting on a branch in the grass
img_63c03e9e5ffecc51.jpg,Setophaga coronata,Yellow-rumped Warbler,29.72338,-95.6705833333,2026-01-17,there is a bird that is sitting on a branch in the grass
img_b11d6373bc5d9b1c.jpg,Passerculus sandwichensis,Savannah Sparrow,29.72338,-95.6705833333,2026-01-17,there is a bird that is sitting in the tall grass
img_c3c649938393931e.jpg,Taraba major stagurus,Taraba major stagurus,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a tree branch
img_35f426ad81e8a4e6.jpg,Phalacrocorax carbo,Great Cormorant,50.5764701805,-1.3047305208,2025-10-11,there is a bird that is sitting on a rock by the water
img_411e8b1401f29848.jpg,Fringilla montifringilla,Brambling,65.0638502889,25.4628490466,2018-08-15,there is a small bird that is standing in the grass
img_a5d40d79e875da55.jpg,Danaus plexippus,Monarch,38.5544166206,-77.2993759281,2025-10-03,there is a butterfly that is sitting on a plant in the grass
img_8f664e2b03324155.jpg,Atalopedes huron,Huron Skipper,38.4488444444,-77.3877944444,2025-10-03,there is a small butterfly that is sitting on a flower
img_ea732e288eca5dfe.jpg,Hylephila phyleus,Fiery Skipper,38.44885,-77.3876194444,2025-10-03,there is a small butterfly that is sitting on a flower
img_7392909a1380e2bb.jpg,Apis mellifera,Western Honey Bee,38.4488361111,-77.3874805556,2025-10-03,there is a bee that is sitting on a flower with white flowers
img_00e1021ef6e14434.jpg,Parthenium hysterophorus,Santa Maria feverfew,29.4605895,-98.491099,2026-01-17,there is a small plant that is growing out of the ground
img_2965583740d42871.jpg,Goodyera pubescens,downy rattlesnake plantain,37.3760027778,-80.1553333333,2025-09-20,there is a small plant that is growing out of the ground
img_339102e31828d216.jpg,Cupressus sempervirens,Mediterranean cypress,37.9612388889,23.7927138889,2026-01-18,there are many tall trees in the field with a sky background
img_0681a62bfb607ad1.jpg,Calopteron terminale,End Band Net-winged Beetle,37.3756111111,-80.1566166667,2025-09-20,there is a bug that is sitting on a tree trunk
img_74aa614a4a736499.jpg,Polystichum acrostichoides,Christmas fern,37.3777555556,-80.1552805556,2025-09-20,there is a small plant that is growing in the dirt
img_5ca6c3c8a2641f50.jpg,Acronicta americana,American Dagger,37.3778833333,-80.1553638889,2025-09-20,there is a cater cater that is hanging from a tree branch
img_554f1616625aaf42.jpg,Hieracium paniculatum,Panicled Hawkweed,37.3780472222,-80.1555472222,2025-09-20,there is a small plant growing on the side of a rock
img_851066c2920ee007.jpg,Oenanthe oenanthe,Northern Wheatear,43.1804075672,-7.0418383799,2025-10-05,there is a small bird standing on the ground in the grass
img_3a490758421b279d.jpg,Monotropa uniflora,Ghost Pipe,37.3781472222,-80.1556694444,2025-09-20,there are two fake pink flowers that are on the ground
img_bf973881450184f5.jpg,Caracara plancus,Crested Caracara,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is flying in the sky with a fish in its talon
img_1e6e0cf0b452c2ce.jpg,Didelphis virginiana,Virginia Opossum,38.3814611111,-77.9552611111,2025-09-13,there is a dead animal skull on the ground in the woods
img_b972eec0d23d8d72.jpg,Strymon melinus,Gray Hairstreak,38.2268027778,-77.5975333333,2025-09-07,there is a butterfly that is sitting on a flower in the grass
img_e80d8079648cd5d0.jpg,Anthopleura elegantissima,Aggregating Anemone,48.4031033333,-123.3504466667,2026-01-15,there is a crab that is sitting on some rocks
img_5e21b94c2a6ebf88.jpg,Kobus ellipsiprymnus,Waterbuck,-3.7789165974,36.0509986877,2022-08-17,there are two antelopes standing in the tall grass
img_f478b437e53e399f.jpg,Eupetomena macroura simoni,Eupetomena macroura simoni,-9.4299930756,-36.6125267679,2026-01-17,there is a bird that is sitting on a branch in the tree
img_04dbf991a77de0f7.jpg,Paroaria coronata,Red-crested Cardinal,-31.8714179671,-58.2202129439,2025-01-26,there is a bird with a red mohawk sitting on a branch
img_3ae65d7ae78fadd0.jpg,Hippobroma longiflora,Star of Bethlehem,3.2375086396,101.6837516886,2026-01-09,there is a small white flower growing out of a rock
img_c1cd896a3c5b7e29.jpg,Corvus brachyrhynchos,American Crow,32.7570451995,-117.2393532341,2026-01-16,there is a black bird standing on the grass near a truck
img_abcae6f5b50da2fe.jpg,Corvus brachyrhynchos,American Crow,32.7570451995,-117.2393532341,2026-01-16,there is a black bird standing on the grass near the road
img_ee6d3d044ccf3a28.jpg,Corvus brachyrhynchos,American Crow,32.7570451995,-117.2393532341,2026-01-16,there is a black bird standing on the grass near the water
