filename,scientific_name,common_name,latitude,longitude,date,source,license,url_hash,original_url,country,state,city,region_text,blip_caption,rich_caption,avg_temp_C,elevation_m
image_f19c0ce837607dac.jpg,Rhetus periander,Periander Metalmark,-12.8522444444,-69.3669138889,2025-11-27,iNaturalist,cc-by,f19c0ce837607dac,https://inaturalist-open-data.s3.amazonaws.com/photos/599859078/large.jpg,Perú,Madre de Dios,Tambopata,"Tambopata, Madre de Dios, Perú",two blue butterflies on the ground,"The visual features show: two blue butterflies on the ground. This is an observation of a Periander Metalmark (*Rhetus periander*) located in Tambopata, Madre de Dios, Perú in 2025.",25.6,188.0
image_3a8756132fb43b2b.jpg,Eira barbara,Tayra,-12.8512583333,-69.3732694444,2025-11-27,iNaturalist,cc-by,3a8756132fb43b2b,https://inaturalist-open-data.s3.amazonaws.com/photos/599858873/large.jpg,Perú,Madre de Dios,Tambopata,"Tambopata, Madre de Dios, Perú",a bear walking on a wooden bridge in the woods,"Located in Tambopata, Madre de Dios, Perú in 2025, this image captures a Tayra (*Eira barbara*) visually characterized by bear walking on a wooden bridge in the woods.",25.5,209.0
image_6facc897ef990821.jpg,Sturnus vulgaris,European Starling,50.7728343231,4.4093551487,2025-11-30,iNaturalist,cc0,6facc897ef990821,https://inaturalist-open-data.s3.amazonaws.com/photos/599863965/large.jpg,België / Belgique / Belgien,Brussel-Hoofdstad - Bruxelles-Capitale,Uccle - Ukkel,"Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien",a group of birds sitting on a branch,"AEuropean Starling (*Sturnus vulgaris*) is depicted group of birds sitting on a branch. The sighting was recorded in Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien in 2025.",5.5,134.0
image_c0c35727941fa376.jpg,Motacilla alba,White Wagtail,36.3403294758,6.6435840379,2025-12-14,iNaturalist,cc-by,c0c35727941fa376,https://inaturalist-open-data.s3.amazonaws.com/photos/599863069/large.jpg,Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر,Constantine,Constantine ⵇⵙⴻⵟⵉⵏⴰ قسنطينة,"Constantine ⵇⵙⴻⵟⵉⵏⴰ قسنطينة, Constantine, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر",a bird is standing on a mound of dirt,"Afield observation of the White Wagtail (*Motacilla alba*) in Constantine ⵇⵙⴻⵟⵉⵏⴰ قسنطينة, Constantine, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر in 2025. The image depicts bird is standing on a mound of dirt.",11.1,560.0
image_a312ed88ee48638e.jpg,Motacilla alba,White Wagtail,36.2862345553,6.7712657265,2025-12-14,iNaturalist,cc-by,a312ed88ee48638e,https://inaturalist-open-data.s3.amazonaws.com/photos/599863040/large.jpg,Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر,Constantine,Ibn Badis ⴱⴻⵏ ⴱⴰⴷⵉⵙ ابن باديس,"Ibn Badis ⴱⴻⵏ ⴱⴰⴷⵉⵙ ابن باديس, Constantine, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر",a bird is standing on a rock in the grass,"Afield observation of the White Wagtail (*Motacilla alba*) in Ibn Badis ⴱⴻⵏ ⴱⴰⴷⵉⵙ ابن باديس, Constantine, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر in 2025. The image depicts bird is standing on a rock in the grass.",10.7,812.0
image_5c6386314c719e0f.jpg,Falco tinnunculus,Eurasian Kestrel,36.3292158566,6.6326247612,2025-12-14,iNaturalist,cc-by,5c6386314c719e0f,https://inaturalist-open-data.s3.amazonaws.com/photos/599863035/large.jpg,Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر,Constantine,Constantine ⵇⵙⴻⵟⵉⵏⴰ قسنطينة,"Constantine ⵇⵙⴻⵟⵉⵏⴰ قسنطينة, Constantine, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر",a bird perched on a wire on a building,"AEurasian Kestrel (*Falco tinnunculus*) is depicted bird perched on a wire on a building. The sighting was recorded in Constantine ⵇⵙⴻⵟⵉⵏⴰ قسنطينة, Constantine, Algérie ⵍⵣⵣⴰⵢⴻⵔ الجزائر in 2025.",11.0,564.0
image_46856583d9607615.jpg,Erithacus rubecula,European Robin,50.7728343231,4.4093551487,2025-11-30,iNaturalist,cc0,46856583d9607615,https://inaturalist-open-data.s3.amazonaws.com/photos/599863680/large.jpg,België / Belgique / Belgien,Brussel-Hoofdstad - Bruxelles-Capitale,Uccle - Ukkel,"Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien",a small bird sitting on a branch in a tree,"Located in Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, België / Belgique / Belgien in 2025, this image captures a European Robin (*Erithacus rubecula*) visually characterized by small bird sitting on a branch in a tree.",5.5,134.0
image_dc91cae2e6838374.jpg,Astur cooperii,Cooper's Hawk,40.0739397872,-75.2015580382,2025-12-07,iNaturalist,cc-by,dc91cae2e6838374,https://inaturalist-open-data.s3.amazonaws.com/photos/599863196/large.jpg,United States,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania, United States",a bird perched on a tree branch,"Observation from Philadelphia, Pennsylvania, United States in 2025: the Cooper's Hawk (*Astur cooperii*) is seen bird perched on a tree branch.",0.5,115.0
image_ade54ccf1b0837e8.jpg,Haliaeetus leucocephalus,Bald Eagle,39.0868826861,-76.8422877953,2025-12-14,iNaturalist,cc-by,ade54ccf1b0837e8,https://inaturalist-open-data.s3.amazonaws.com/photos/599862816/large.jpg,United States,Maryland,Laurel,"Laurel, Maryland, United States",a bald eagle standing on a frozen lake,"Located in Laurel, Maryland, United States in 2025, this image captures a Bald Eagle (*Haliaeetus leucocephalus*) visually characterized by bald eagle standing on a frozen lake.",-3.5,34.0
image_330bd4412928658b.jpg,Danaus plexippus,Monarch,40.0868548766,-75.2213609219,2025-07-03,iNaturalist,cc-by,330bd4412928658b,https://inaturalist-open-data.s3.amazonaws.com/photos/599862430/large.jpg,United States,Pennsylvania,Philadelphia,"Philadelphia, Pennsylvania, United States",a butterfly is perched on a flower,"Observation from Philadelphia, Pennsylvania, United States in 2025: the Monarch (*Danaus plexippus*) is seen butterfly is perched on a flower.",25.1,67.0
image_fef35ed33fe0a0a6.jpg,Pinthaeus sanguinipes,,47.5289651703,-1.8212423846,2025-05-24,iNaturalist,cc-by,fef35ed33fe0a0a6,https://inaturalist-open-data.s3.amazonaws.com/photos/599862739/large.jpg,France,Pays de la Loire,Le Gâvre,"Le Gâvre, Pays de la Loire, France",a brown and black bug on a white cloth,"The visual features show: brown and black bug on a white cloth. This is an observation of a nan (*Pinthaeus sanguinipes*) located in Le Gâvre, Pays de la Loire, France in 2025.",14.4,51.0
image_85d8f8f44401b58e.jpg,Erodium cicutarium,Redstem Stork's-bill,-45.0491517,169.2064011,2025-11-13,iNaturalist,cc0,85d8f8f44401b58e,https://inaturalist-open-data.s3.amazonaws.com/photos/599861861/large.jpg,New Zealand / Aotearoa,Otago,Cromwell Community,"Cromwell Community, Otago, New Zealand / Aotearoa",a small pink flower in the middle of a field,"Located in Cromwell Community, Otago, New Zealand / Aotearoa in 2025, this image captures a Redstem Stork's-bill (*Erodium cicutarium*) visually characterized by small pink flower in the middle of a field.",13.0,205.0
image_d3946bfc1ab6db3d.jpg,Passer domesticus,House Sparrow,42.7454262971,-84.4575255364,2025-12-13,iNaturalist,cc0,d3946bfc1ab6db3d,https://inaturalist-open-data.s3.amazonaws.com/photos/599862111/large.jpg,United States,Michigan,East Lansing,"East Lansing, Michigan, United States",two birds are perched on a bird feeder,"Observation from East Lansing, Michigan, United States in 2025: the House Sparrow (*Passer domesticus*) is seen two birds are perched on a bird feeder.",-8.5,262.0
image_7ccc73f23f12ffc3.jpg,Branta leucopsis,Barnacle Goose,48.1578611667,11.4996383333,2025-12-14,iNaturalist,cc-by,7ccc73f23f12ffc3,https://inaturalist-open-data.s3.amazonaws.com/photos/599862079/large.jpg,Deutschland,Bayern,München,"München, Bayern, Deutschland",a flock of birds walking across a field,"Located in München, Bayern, Deutschland in 2025, this image captures a Barnacle Goose (*Branta leucopsis*) visually characterized by flock of birds walking across a field.",2.0,517.0
image_703eb69ff86904c9.jpg,Anser anser,Greylag Goose,48.1541416667,11.4924833333,2025-12-14,iNaturalist,cc-by,703eb69ff86904c9,https://inaturalist-open-data.s3.amazonaws.com/photos/599862006/large.jpg,Deutschland,Bayern,München,"München, Bayern, Deutschland",a group of ducks swimming in a pond,"AGreylag Goose (*Anser anser*) is depicted group of ducks swimming in a pond. The sighting was recorded in München, Bayern, Deutschland in 2025.",1.9,522.0
image_3c55555817db9733.jpg,Cygnus olor,Mute Swan,48.1541111667,11.4921166667,2025-12-14,iNaturalist,cc-by,3c55555817db9733,https://inaturalist-open-data.s3.amazonaws.com/photos/599861955/large.jpg,Deutschland,Bayern,München,"München, Bayern, Deutschland",a white swan swimming in a body of water,"The visual features show: white swan swimming in a body of water. This is an observation of a Mute Swan (*Cygnus olor*) located in München, Bayern, Deutschland in 2025.",1.9,522.0
image_6a0de21a54ffe7af.jpg,Pluvialis squatarola,Black-bellied Plover,37.7664001111,-122.2805506111,2025-12-14,iNaturalist,cc-by,6a0de21a54ffe7af,https://inaturalist-open-data.s3.amazonaws.com/photos/599861589/large.jpg,United States,California,Alameda,"Alameda, California, United States",two birds standing on a rock in the water,"The visual features show: two birds standing on a rock in the water. This is an observation of a Black-bellied Plover (*Pluvialis squatarola*) located in Alameda, California, United States in 2025.",7.3,0.0
image_84c40f6ca23b2ae2.jpg,Gavia adamsii,Yellow-billed Loon,37.7663181944,-122.2806055,2025-12-14,iNaturalist,cc-by,84c40f6ca23b2ae2,https://inaturalist-open-data.s3.amazonaws.com/photos/599861574/large.jpg,United States,California,Alameda,"Alameda, California, United States",a bird swimming in the water with a fish in its mouth,"Observation from Alameda, California, United States in 2025: the Yellow-billed Loon (*Gavia adamsii*) is seen bird swimming in the water with a fish in its mouth.",7.3,0.0
image_805c2ae5272ab6f0.jpg,Cytisus scoparius,Scotch Broom,-45.0371873,168.6607345,2025-11-12,iNaturalist,cc0,805c2ae5272ab6f0,https://inaturalist-open-data.s3.amazonaws.com/photos/599860810/large.jpg,New Zealand / Aotearoa,Otago,,"Otago, New Zealand / Aotearoa",a close up of a yellow flower,"Observation from Otago, New Zealand / Aotearoa in 2025: the Scotch Broom (*Cytisus scoparius*) is seen close up of a yellow flower.",13.8,319.0
image_518eb8e2751364b3.jpg,Hedydipna collaris,Collared Sunbird,-24.5519913779,31.096572338,2025-12-14,iNaturalist,cc0,518eb8e2751364b3,https://inaturalist-open-data.s3.amazonaws.com/photos/599859684/large.jpg,South Africa,Limpopo,Maruleng Local Municipality,"Maruleng Local Municipality, Limpopo, South Africa",a small bird perched on a roof,"ACollared Sunbird (*Hedydipna collaris*) is depicted small bird perched on a roof. The sighting was recorded in Maruleng Local Municipality, Limpopo, South Africa in 2025.",20.0,570.0
image_0233d08b7740d995.jpg,Euthrix potatoria,Drinker Moth,53.0884471667,-4.0608055,2021-05-26,iNaturalist,cc-by,0233d08b7740d995,https://inaturalist-open-data.s3.amazonaws.com/photos/599860751/large.jpg,United Kingdom,Cymru / Wales,,"Cymru / Wales, United Kingdom",a cater cater crawling in the grass,"The visual features show: cater cater crawling in the grass. This is an observation of a Drinker Moth (*Euthrix potatoria*) located in Cymru / Wales, United Kingdom in 2021.",8.7,271.0
image_cafb7dae1e192102.jpg,Lotus tenuis,narrow-leaf bird's-foot trefoil,46.9705460429,-1.875073285,2020-06-24,iNaturalist,cc-by,cafb7dae1e192102,https://inaturalist-open-data.s3.amazonaws.com/photos/599860743/large.jpg,France,Pays de la Loire,Machecoul-Saint-Même,"Machecoul-Saint-Même, Pays de la Loire, France",a close up of some yellow flowers in a field,"Observation from Machecoul-Saint-Même, Pays de la Loire, France in 2020: the narrow-leaf bird's-foot trefoil (*Lotus tenuis*) is seen close up of some yellow flowers in a field.",23.4,2.0
image_8777bcf350736ebd.jpg,Vanessa carye,Subtropical Lady,-26.8458345195,-65.7138564637,2025-12-08,iNaturalist,cc-by,8777bcf350736ebd,https://inaturalist-open-data.s3.amazonaws.com/photos/599859025/large.jpg,Argentina,Tucumán,Tafí del Valle,"Tafí del Valle, Tucumán, Argentina",a butterfly is sitting on the ground,"Located in Tafí del Valle, Tucumán, Argentina in 2025, this image captures a Subtropical Lady (*Vanessa carye*) visually characterized by butterfly is sitting on the ground.",11.1,2061.0
image_c0fba880af7a9e61.jpg,Turdus chiguanco,Chiguanco Thrush,-26.8458620966,-65.7138013666,2025-12-07,iNaturalist,cc-by,c0fba880af7a9e61,https://inaturalist-open-data.s3.amazonaws.com/photos/599858969/large.jpg,Argentina,Tucumán,Tafí del Valle,"Tafí del Valle, Tucumán, Argentina",two birds sitting on a wire in a forest,"AChiguanco Thrush (*Turdus chiguanco*) is depicted two birds sitting on a wire in a forest. The sighting was recorded in Tafí del Valle, Tucumán, Argentina in 2025.",11.6,2052.0
image_524d2e86d9794692.jpg,Rauenia bonariensis,Blue-and-yellow Tanager,-26.8459435752,-65.7138145542,2025-12-07,iNaturalist,cc-by,524d2e86d9794692,https://inaturalist-open-data.s3.amazonaws.com/photos/599858983/large.jpg,Argentina,Tucumán,Tafí del Valle,"Tafí del Valle, Tucumán, Argentina",a small bird sitting on a branch of a tree,"Located in Tafí del Valle, Tucumán, Argentina in 2025, this image captures a Blue-and-yellow Tanager (*Rauenia bonariensis*) visually characterized by small bird sitting on a branch of a tree.",11.6,2052.0
image_aaad640bdb9d9912.jpg,Hypercompe scribonia,Giant Leopard Moth,36.0727677125,-79.8658416598,2025-12-12,iNaturalist,cc0,aaad640bdb9d9912,https://inaturalist-open-data.s3.amazonaws.com/photos/599860680/large.jpg,United States,North Carolina,Greensboro,"Greensboro, North Carolina, United States",a small black furry animal laying on the ground,"Observation from Greensboro, North Carolina, United States in 2025: the Giant Leopard Moth (*Hypercompe scribonia*) is seen small black furry animal laying on the ground.",0.5,265.0
image_e33a4a7826d388be.jpg,Junco hyemalis,Dark-eyed Junco,45.453991674,-75.6557384715,2025-12-11,iNaturalist,cc-by,e33a4a7826d388be,https://inaturalist-open-data.s3.amazonaws.com/photos/599860289/large.jpg,Canada,Ontario,Ottawa City Hall,"Ottawa City Hall, Ontario, Canada",a bird standing in the snow next to a pole,"The visual features show: bird standing in the snow next to a pole. This is an observation of a Dark-eyed Junco (*Junco hyemalis*) located in Ottawa City Hall, Ontario, Canada in 2025.",-9.2,65.0
image_cf99e8405181c683.jpg,Sturnus vulgaris,European Starling,45.4539912036,-75.6557445064,2025-12-13,iNaturalist,cc-by,cf99e8405181c683,https://inaturalist-open-data.s3.amazonaws.com/photos/599860288/large.jpg,Canada,Ontario,Ottawa City Hall,"Ottawa City Hall, Ontario, Canada",a bird sitting on a branch in the snow,"AEuropean Starling (*Sturnus vulgaris*) is depicted bird sitting on a branch in the snow. The sighting was recorded in Ottawa City Hall, Ontario, Canada in 2025.",-8.1,65.0
image_88212b1ec713a82a.jpg,Cardinalis cardinalis,Northern Cardinal,45.453991674,-75.655745177,2025-12-13,iNaturalist,cc-by,88212b1ec713a82a,https://inaturalist-open-data.s3.amazonaws.com/photos/599860249/large.jpg,Canada,Ontario,Ottawa City Hall,"Ottawa City Hall, Ontario, Canada",a red bird sitting on a stone in the snow,"The visual features show: red bird sitting on a stone in the snow. This is an observation of a Northern Cardinal (*Cardinalis cardinalis*) located in Ottawa City Hall, Ontario, Canada in 2025.",-8.1,65.0
